ConceptID,ConceptLabel,Dependencies,TaxonomyID,SourceURL,source_content_hash
40,FlowDecorator:@listen,,T-DECORATOR,file://Knowledge_Graph_Graphify/ckg-crewai-v0.1.md,sha256:6ad45bfdfcb3a057d19d7712bab74109e633e7eca07fe2bc49d53be02f70b8ac
41,FlowDecorator:@router,,T-DECORATOR,file://Knowledge_Graph_Graphify/ckg-crewai-v0.1.md,sha256:6ad45bfdfcb3a057d19d7712bab74109e633e7eca07fe2bc49d53be02f70b8ac
42,FlowCombinator:or_,,T-COMBINATOR,file://Knowledge_Graph_Graphify/ckg-crewai-v0.1.md,sha256:6ad45bfdfcb3a057d19d7712bab74109e633e7eca07fe2bc49d53be02f70b8ac
43,FlowCombinator:and_,,T-COMBINATOR,file://Knowledge_Graph_Graphify/ckg-crewai-v0.1.md,sha256:6ad45bfdfcb3a057d19d7712bab74109e633e7eca07fe2bc49d53be02f70b8ac
44,Mistake:missing_manager_config,6:TRIGGERED_BY,T-CONFIGERROR,file://Knowledge_Graph_Graphify/ckg-crewai-v0.1.md,sha256:6ad45bfdfcb3a057d19d7712bab74109e633e7eca07fe2bc49d53be02f70b8ac
45,Mistake:manager_agent_with_tools,6:TRIGGERED_BY,T-CONFIGERROR,file://Knowledge_Graph_Graphify/ckg-crewai-v0.1.md,sha256:6ad45bfdfcb3a057d19d7712bab74109e633e7eca07fe2bc49d53be02f70b8ac
46,Mistake:output_pydantic_instance,21:TRIGGERED_BY,T-TYPEERROR,file://Knowledge_Graph_Graphify/ckg-crewai-v0.1.md,sha256:6ad45bfdfcb3a057d19d7712bab74109e633e7eca07fe2bc49d53be02f70b8ac
47,Mistake:dual_output_types,,T-CONFLICTERRO,file://Knowledge_Graph_Graphify/ckg-crewai-v0.1.md,sha256:6ad45bfdfcb3a057d19d7712bab74109e633e7eca07fe2bc49d53be02f70b8ac
48,Mistake:async_without_context,24:TRIGGERED_BY,T-WIRINGERROR,file://Knowledge_Graph_Graphify/ckg-crewai-v0.1.md,sha256:6ad45bfdfcb3a057d19d7712bab74109e633e7eca07fe2bc49d53be02f70b8ac
49,Mistake:context_window_disabled,,T-RUNTIMEERROR,file://Knowledge_Graph_Graphify/ckg-crewai-v0.1.md,sha256:6ad45bfdfcb3a057d19d7712bab74109e633e7eca07fe2bc49d53be02f70b8ac
50,Mistake:memory_embedder_mismatch,37:TRIGGERED_BY,T-RUNTIMEERROR,file://Knowledge_Graph_Graphify/ckg-crewai-v0.1.md,sha256:6ad45bfdfcb3a057d19d7712bab74109e633e7eca07fe2bc49d53be02f70b8ac
51,Mistake:wrong_import_path,,T-IMPORTERROR,file://Knowledge_Graph_Graphify/ckg-crewai-v0.1.md,sha256:6ad45bfdfcb3a057d19d7712bab74109e633e7eca07fe2bc49d53be02f70b8ac
52,Mistake:verbose_integer,,T-TYPEERROR,file://Knowledge_Graph_Graphify/ckg-crewai-v0.1.md,sha256:6ad45bfdfcb3a057d19d7712bab74109e633e7eca07fe2bc49d53be02f70b8ac
53,Mistake:reasoning_unlimited,17:CAUSED_BY,T-RESOURCEERRO,file://Knowledge_Graph_Graphify/ckg-crewai-v0.1.md,sha256:6ad45bfdfcb3a057d19d7712bab74109e633e7eca07fe2bc49d53be02f70b8ac
54,Mistake:guardrail_wrong_return,,T-RUNTIMEERROR,file://Knowledge_Graph_Graphify/ckg-crewai-v0.1.md,sha256:6ad45bfdfcb3a057d19d7712bab74109e633e7eca07fe2bc49d53be02f70b8ac
55,Mistake:max_retries_deprecated,,T-DEPRECATIONE,file://Knowledge_Graph_Graphify/ckg-crewai-v0.1.md,sha256:6ad45bfdfcb3a057d19d7712bab74109e633e7eca07fe2bc49d53be02f70b8ac
56,Mistake:allow_code_execution,,T-DEPRECATIONE,file://Knowledge_Graph_Graphify/ckg-crewai-v0.1.md,sha256:6ad45bfdfcb3a057d19d7712bab74109e633e7eca07fe2bc49d53be02f70b8ac
57,Mistake:vague_role_goal,,T-QUALITYERROR,file://Knowledge_Graph_Graphify/ckg-crewai-v0.1.md,sha256:6ad45bfdfcb3a057d19d7712bab74109e633e7eca07fe2bc49d53be02f70b8ac
58,Mistake:god_task,,T-DESIGNERROR,file://Knowledge_Graph_Graphify/ckg-crewai-v0.1.md,sha256:6ad45bfdfcb3a057d19d7712bab74109e633e7eca07fe2bc49d53be02f70b8ac
